,type,action
2039,loyalty.virtue,CHAR_0 choose head back home town holiday vacation see family .
2040,loyalty.virtue,"char_0 party friend , drink alcohol together ."
2041,loyalty.virtue,CHAR_0 punch oppose player mouth .
2042,loyalty.virtue,CHAR_0 band together bully student resolve allow bully .
2043,loyalty.virtue,"zack tell wife come give great big hug , pull tight , watch game behind she ."
2044,loyalty.virtue,CHAR_0 know help community important make sure employee special need task helpful within capability .
2045,loyalty.virtue,CHAR_0 calmly wait wife look bank account see charge come from .
2046,loyalty.virtue,CHAR_0 punch wall try scare wife tell money go quickly .
2047,loyalty.virtue,CHAR_0 remain silent allow family grieve despite feeling .
2048,loyalty.virtue,CHAR_0 ask son family come dinner every Sunday .
2049,loyalty.virtue,"CHAR_0 talk classmate offer work couple hour per week , small study group ."
2050,loyalty.virtue,CHAR_0 tell wife realization offer make amend error argument .
2051,loyalty.virtue,CHAR_0 tell wife wish lively black family .
2052,loyalty.virtue,"CHAR_0 talk family depression , take psychiatrist ."
2053,loyalty.virtue,CHAR_0 decide education go local community college .
2054,loyalty.virtue,CHAR_0 tell wife think he be ready kid .
2055,loyalty.virtue,John order meal allow family choose own .
2056,loyalty.virtue,CHAR_0 quickly shoot reply wife 's text message tell work overtime .
2057,loyalty.vice,CHAR_0 gesture vaguely towards enemy position tell squad get move already .
2058,loyalty.vice,CHAR_0 tell mom feels betray she .
2059,loyalty.vice,"CHAR_0 help defeat computer opponent , turn ally backstab they ."
2060,loyalty.vice,CHAR_0 decide key ex - boyfriend car punish infidelity .
2061,loyalty.vice,vance motion CHAR_0 come outside tell wife 's infidelity leave she .
2062,loyalty.vice,"Vance tell CHAR_0 find wife ’s infidelity , huge fight leave ."
2063,loyalty.vice,scared lose husband CHAR_0 decide ignore infidelity stay husband .
2064,authority.virtue,CHAR_0 order Uber rather take bus could take shower still get work time .
2065,authority.virtue,CHAR_0 meeting boss ask get raise .
2066,authority.virtue,Jake write CHAR_0 's order change steak medium relaying order chef .
2067,authority.virtue,CHAR_0 tell Jimmy need get go principal 's office he be capable behaving .
2068,authority.virtue,Jenelle report CHAR_0 's account bullying .
2069,authority.virtue,CHAR_0 inquire heirloom father 's ask step mother still they .
2070,authority.virtue,CHAR_0 yell coworker turn radio threatens make complaint boss .
2071,authority.virtue,CHAR_0 order item menu .
2072,authority.virtue,CHAR_0 make numerous adjustment order state order specific time specific temperature .
2073,authority.virtue,CHAR_0 tell boss pick friend airport say plan another happy hour soon .
2074,authority.virtue,CHAR_0 ask boss work little later night .
2075,authority.virtue,CHAR_0 stay home order contact free delivery place soup .
2076,authority.virtue,CHAR_0 tell brother get job order buy new tv .
2077,authority.virtue,CHAR_0 order bucket fry chicken pizza eat it .
2078,authority.virtue,Jan report CHAR_0 's action boss file complaint .
2079,authority.virtue,CHAR_0 leave change tip order indicate dissatisfaction service .
2080,authority.virtue,Pam tell CHAR_0 try food order .
2081,authority.virtue,CHAR_0 spend lot time put self environment encourage creativity hundred hour submit project .
2082,authority.virtue,"CHAR_0 tell father lose job , unable pay bill need financial help ."
2083,authority.virtue,CHAR_0 respectful Regional Manager ask genuine question movement company .
2084,authority.virtue,CHAR_0 find near police officer alert what be go on .
2085,authority.virtue,CHAR_0 decide pay victim order avoid go trial .
2086,authority.virtue,CHAR_0 ask bully 's parent teacher take action bullying .
2087,authority.virtue,CHAR_0 tell son next time bully bother punch bully nose .
2088,authority.virtue,CHAR_0 call police tell everything know boyfriend 's drug dealing .
2089,authority.virtue,CHAR_0 confiscate child 's phone order take mother .
2090,authority.virtue,CHAR_0 tell soldier issue command need fix .
2091,authority.virtue,CHAR_0 explain boss point view .
2092,authority.virtue,CHAR_0 stay place masturbate order relieve himself .
2093,authority.virtue,"Daryl show CHAR_0 beauty rifle , say important treat respect ."
2094,authority.virtue,CHAR_0 inform father say factually incorrect explain why .
2095,authority.virtue,CHAR_0 attend event alone order well control percieve .
2096,authority.virtue,CHAR_0 set mentor session struggle student receive encouragement tutoring .
2097,authority.virtue,CHAR_0 spend time everyday work project submit quality work time .
2098,authority.virtue,CHAR_0 tell everything fine order drink distract worry house .
2099,authority.virtue,"CHAR_0 choose documentary subject sound interesting , he be willing give chance ."
2100,authority.virtue,"Ethel order dessert pay it , since 65 eligible get free ."
2101,authority.virtue,CHAR_0 tell manager clerk work hard job .
2102,authority.virtue,"Jake tell CHAR_0 let bully he , he be move take revenge CHAR_0"
2103,authority.virtue,"CHAR_0 tell father think fair , he be happy he ."
2104,authority.virtue,CHAR_0 choose honor commitment make neighbor spend part weekend trim tree he .
2105,authority.virtue,CHAR_0 call police see scuffle sidewalk .
2106,authority.virtue,CHAR_0 make sure leave extra early order take friend get work time himself .
2107,authority.virtue,CHAR_0 pretend everything okay order avoid fight .
2108,authority.virtue,CHAR_0 drive fast order get work time .
2109,authority.virtue,CHAR_0 call boss ask work home since feel well .
2110,authority.virtue,CHAR_0 post fake picture invent another personality order crush like she .
2111,authority.virtue,CHAR_0 spill water glass boss apologize clean order dessert .
2112,authority.virtue,CHAR_0 knock elbow water glass water spill boss apologize order dessert .
2113,authority.virtue,CHAR_0 let boss know need take hour go interview .
2114,authority.virtue,CHAR_0 report police turn bike they .
2115,authority.virtue,CHAR_0 exaggerate behavior employee manager next day say employee unfair rude .
2116,authority.virtue,CHAR_0 think good thing boss figure event one - time thing .
2117,authority.virtue,CHAR_0 quickly send email boss say leave emergency run car .
2118,authority.virtue,CHAR_0 tell pastor question faith sermon respect pastor 's choice faith .
2119,authority.virtue,Holly greet manager wish good morning big smile .
2120,authority.virtue,"CHAR_0 tell boss money would nice , family important , can not work ."
2121,authority.virtue,CHAR_0 's mother tell CHAR_0 father let CHAR_0 decide information .
2122,authority.virtue,CHAR_0 's mother refuse tell CHAR_0 father affair walk they .
2123,authority.virtue,CHAR_0 get work early order find good spot .
2124,authority.virtue,Mack CHAR_0 respect other space thing apart sometimes .
2125,authority.virtue,CHAR_0 drive favorite fast food place order food husband .
2126,authority.virtue,CHAR_0 drive favorite fast food place order burger fry herself .
2127,authority.virtue,CHAR_0 ask speak manager explain way treat .
2128,authority.virtue,CHAR_0 order one plate pasta talk girl rest date .
2129,authority.virtue,CHAR_0 order four different plate pasta eat everything they .
2130,authority.virtue,CHAR_0 throw burn food away order delivery child eat instead .
2131,authority.virtue,CHAR_0 go boss ask take personal time leave right away .
2132,authority.virtue,CHAR_0 stop play video game start order takeout every meal .
2133,authority.virtue,CHAR_0 pick child bring local authority help get home safe .
2134,authority.virtue,CHAR_0 ask boss could excuse pay due illness .
2135,authority.virtue,CHAR_0 start mentor student spend time school impress boss .
2136,authority.virtue,"Lucille make fun CHAR_0 order , criticize order something manly , eat instead ."
2137,authority.virtue,CHAR_0 speak coach problem team captain ask coach intervene .
2138,authority.virtue,"CHAR_0 report co - worker boss , cite action cause performance issue ."
2139,authority.virtue,kyle take jury summon put office desk home take report jury duty .
2140,authority.virtue,CHAR_0 ask manager open another check - out line speed service .
2141,authority.virtue,CHAR_0 get emotional support friend family order get ex .
2142,authority.virtue,CHAR_0 become freelance pornstar order make money .
2143,authority.virtue,CHAR_0 tell company owner manager take supply .
2144,authority.virtue,CHAR_0 make sure keep thing interesting prepare meal always willing try learn something new kitchen .
2145,authority.virtue,"Jessica tell headmistress bullying , ask assign different dorm ."
2146,authority.virtue,"CHAR_0 take time submit application job take interest in , housework girlfriend work ."
2147,authority.virtue,CHAR_0 tell bully he will fight box ring nearby gym .
2148,authority.virtue,CHAR_0 move bully begin fight make move .
2149,authority.virtue,CHAR_0 follow doctor 's order take easy 12 week .
2150,authority.virtue,CHAR_0 pull order help man car .
2151,authority.virtue,"CHAR_0 find owner locker ask permission borrow racket , grant ."
2152,authority.virtue,CHAR_0 pretend can not hear man order get away .
2153,authority.virtue,CHAR_0 help customer order arrive .
2154,authority.virtue,CHAR_0 decline friend offer indian food order pizza .
2155,authority.virtue,CHAR_0 order soup contact - less delivery .
2156,authority.virtue,Fred tell friend history struggle fascist dictator people fight they .
2157,authority.virtue,CHAR_0 take extra shift work order earn extra money need buy necklace girlfriend .
2158,authority.virtue,CHAR_0 talk father explain get trouble .
2159,authority.virtue,CHAR_0 decide invite mother law father law wedding .
2160,authority.virtue,CHAR_0 complain service manager leave tip .
2161,authority.virtue,""" CHAR_0 call police captain , "" "" captain , "" "" treat lord sovereign . """
2162,authority.virtue,"CHAR_0 sit daughter explain biological father fall out , stepdad father ."
2163,authority.virtue,CHAR_0 listen leader Native american community ask policy would well help they .
2164,authority.virtue,CHAR_0 ask manager ask person wear mask .
2165,authority.virtue,CHAR_0 tell boss need day spend time wife .
2166,authority.virtue,CHAR_0 stay work order finish project work on .
2167,authority.virtue,"CHAR_0 tell Troy father dead , help process grief ."
2168,authority.virtue,CHAR_0 make false harassment accusation teacher principal .
2169,authority.virtue,Jared give CHAR_0 father 's prescription pain medication .
2170,authority.virtue,CHAR_0 decide take money father 's wallet simply wait ask money .
2171,authority.virtue,CHAR_0 agree everything father say agree finish chore .
2172,authority.virtue,CHAR_0 order pizza .
2173,authority.virtue,CHAR_0 try conform demand order make thing work .
2174,authority.virtue,CHAR_0 ask father borrow money pump gas .
2175,authority.virtue,CHAR_0 decide ask boss increase salary since he be work quite while .
2176,authority.virtue,CHAR_0 continue run charity honor friend .
2177,authority.virtue,CHAR_0 ask manager speak rude patron ask change behavior .
2178,authority.virtue,CHAR_0 go look father place think might be .
2179,authority.virtue,CHAR_0 go restaurant order meal .
2180,authority.virtue,CHAR_0 find trash recycling bin dispose package proper receptacle .
2181,authority.virtue,"CHAR_0 know order around shelf stocker , make demand cashier ask manager ."
2182,authority.virtue,Andrew run teacher tell bully do .
2183,authority.virtue,CHAR_0 coax friend call night guide bar .
2184,authority.virtue,CHAR_0 order grocery delivery service find internet .
2185,authority.virtue,CHAR_0 tell friend order Uber instead take car .
2186,authority.virtue,CHAR_0 decide self quarantine 14 day order spread disease .
2187,authority.virtue,"CHAR_0 let boss know error make , need understand make proceed work group 's current instruction ."
2188,authority.virtue,CHAR_0 use old comb brush hair instead order new brush Amazon .
2189,authority.virtue,"CHAR_0 agree chore find satisfy do , come fairly even split duty ."
2190,authority.virtue,"CHAR_0 work hard pursue master degree , manager agree promote supervisor due good performance ."
2191,authority.virtue,CHAR_0 listen boss thing new way .
2192,authority.virtue,manager offer help CHAR_0 find something like .
2193,authority.virtue,CHAR_0 good night boyfriend insist use protection sex .
2194,authority.virtue,CHAR_0 send anonymous tip police .
2195,authority.virtue,CHAR_0 's father take karate class enroll art class instead .
2196,authority.virtue,CHAR_0 allow bathroom break work around subordinate absence .
2197,authority.virtue,CHAR_0 start speak forcefully eloquently family value respect .
2198,authority.virtue,CHAR_0 order take since there be nothing cold box .
2199,authority.virtue,"CHAR_0 place online order cafe phone , wait line ."
2200,authority.virtue,CHAR_0 order food grubhub tip driver .
2201,authority.virtue,CHAR_0 hold elderly person 's hand help get across street he .
2202,authority.virtue,CHAR_0 thoroughly investigate case able track shooter make arrest .
2203,authority.virtue,CHAR_0 order dinner never cook quickly become regular habit his .
2204,authority.virtue,CHAR_0 ask father paper .
2205,authority.virtue,CHAR_0 get permission temporarily leave work pick wife bring home .
2206,authority.virtue,CHAR_0 order small cookie eat dessert .
2207,authority.virtue,CHAR_0 order large ice cream sundae eat whole thing .
2208,authority.virtue,CHAR_0 order soup deliver sister .
2209,authority.virtue,CHAR_0 scream slow - walk elderly person front hurry hell up .
2210,authority.virtue,CHAR_0 point mistake order ask anything do .
2211,authority.virtue,CHAR_0 return friend charger order new one internet .
2212,authority.virtue,CHAR_0 signal server get attention place wine order .
2213,authority.virtue,CHAR_0 call server fat slow finally come take order .
2214,authority.virtue,CHAR_0 hit cat order strongly deter behavior .
2215,authority.virtue,CHAR_0 laugh bully ' taunt ignore call fight .
2216,authority.virtue,CHAR_0 thank boss praise continue meeting .
2217,authority.virtue,CHAR_0 use money buy two beer order keep coworker .
2218,authority.virtue,CHAR_0 order cool fruit smoothie pop food cart friend .
2219,authority.virtue,"Ashton ask CHAR_0 she would like coffee sometime , say respect it ."
2220,authority.virtue,CHAR_0 deal particularly rude customer follow protocol deferring manager .
2221,authority.virtue,CHAR_0 adamantly tell friend stop treat little brother like take control situation .
2222,authority.virtue,CHAR_0 tell manager unhappy store .
2223,authority.virtue,CHAR_0 raise voice start cursing manager call name .
2224,authority.virtue,CHAR_0 ask father cookies snack instead cracker .
2225,authority.virtue,CHAR_0 take father fancy restaurant birthday .
2226,authority.virtue,CHAR_0 stay inside call animal control situation .
2227,authority.virtue,CHAR_0 leave kid parent order free pursue relationship .
2228,authority.virtue,CHAR_0 call police make report incident .
2229,authority.virtue,CHAR_0 decides wait well time order ask gift .
2230,authority.virtue,CHAR_0 call non emergency police line report talk outside give description window .
2231,authority.virtue,CHAR_0 go boss report ask think .
2232,authority.virtue,"Grant eat box cookie every day go , order more ."
2233,authority.virtue,"look hole see camera , CHAR_0 call police ."
2234,authority.virtue,CHAR_0 invite subordinate office get know well .
2235,authority.virtue,CHAR_0 start take dog training follow command bark less often .
2236,authority.virtue,CHAR_0 focus health relate goal order motivate friend .
2237,authority.virtue,CHAR_0 bring heavy friend order get pump up .
2238,authority.virtue,CHAR_0 invite father join friend trip movie .
2239,authority.virtue,CHAR_0 tell boy follow stop manager 's office way register .
2240,authority.virtue,CHAR_0 tell father love glad father .
2241,authority.virtue,CHAR_0 go home finish work online everyone protect .
2242,authority.virtue,CHAR_0 misrepresent car 's maintenance history order make sale .
2243,authority.virtue,CHAR_0 tell boss he be feel well go home sleep .
2244,authority.virtue,"CHAR_0 pick purse give bar manager find owner , drive home ."
2245,authority.virtue,CHAR_0 work hard seek challenge order think long term career .
2246,authority.virtue,CHAR_0 tip Uber driver generously order slightly cheap drink .
2247,authority.virtue,Alex accept breakup extend social circle order meet new people .
2248,authority.virtue,CHAR_0 make cop give witness protection order tell want hear .
2249,authority.virtue,CHAR_0 bargain manager discount food .
2250,authority.virtue,CHAR_0 apologize clean spilling order .
2251,authority.virtue,CHAR_0 swear loudly spill order front patron .
2252,authority.virtue,CHAR_0 claim notify police continue without actually intend so .
2253,authority.virtue,CHAR_0 use steal credit card order school book online .
2254,authority.virtue,CHAR_0 ask friend keep noise level respect neighbor .
2255,authority.virtue,CHAR_0 decide intervene directly instead call police .
2256,authority.virtue,"CHAR_0 call office tell boss that , physically sick , really need vacation day ."
2257,authority.virtue,CHAR_0 order drink drink feel fuel good time .
2258,authority.virtue,CHAR_0 ask roommate borrow money get new controller .
2259,authority.virtue,CHAR_0 forthright work experience impress interviewer honesty respect company .
2260,authority.virtue,CHAR_0 go specialty store shop something really think father enjoy receive .
2261,authority.virtue,"CHAR_0 can not get permission use father 's car , ask friend ride ."
2262,authority.virtue,CHAR_0 file compliant county neighbor fine tell they will lose dog keep quiet .
2263,authority.virtue,CHAR_0 call police daughter ex boyfriend .
2264,authority.virtue,CHAR_0 's document mean thing father say course day show he .
2265,authority.virtue,CHAR_0 download tinder order meet woman .
2266,authority.virtue,CHAR_0 tell friend respect people 's belief explain faith mean he .
2267,authority.virtue,CHAR_0 grab child call police come take child somewhere safe .
2268,authority.virtue,CHAR_0 ask bar manager address two man argue .
2269,authority.virtue,CHAR_0 carefully drive school obey traffic law .
2270,authority.virtue,Cindy tell CHAR_0 father baby .
2271,authority.virtue,CHAR_0 give food refer person order finicky individual .
2272,authority.virtue,CHAR_0 eat appetizer order dessert save money .
2273,authority.virtue,CHAR_0 end leave tip order save pricey bill .
2274,authority.virtue,CHAR_0 assert authority father warn kid consequence keep quiet .
2275,authority.virtue,CHAR_0 admit wife right argument order get along she .
2276,authority.virtue,CHAR_0 pre - order phone online pay extra deliver available .
2277,authority.virtue,CHAR_0 call waitress ask please switch meal originally order .
2278,authority.virtue,CHAR_0 call waitress yell loudly demand bring order .
2279,authority.virtue,"CHAR_0 shove elderly man who be walk slowly way man fall , sustain injury ."
2280,authority.virtue,CHAR_0 take couple donut ask cashier add order pay coffee .
2281,authority.virtue,CHAR_0 threaten get roommate kick police pick himself .
2282,authority.virtue,""" CHAR_0 ask "" "" help important project "" "" happen day surprise party boss there . """
2283,authority.virtue,CHAR_0 sign security system protect asset theft .
2284,authority.virtue,CHAR_0 order cheap item menu use coupon code .
2285,authority.virtue,CHAR_0 read numerous auto buyer 's guide narrow choice three model three different dealership .
2286,authority.virtue,CHAR_0 knowingly omit certain thing talk Justin order seem likable .
2287,authority.virtue,CHAR_0 refrain get altercation instead report neighbor authority .
2288,authority.virtue,CHAR_0 talk manager stress manager reduce CHAR_0 's workload .
2289,authority.virtue,"CHAR_0 read proper dining etiquette practice it , go dinner ."
2290,authority.virtue,""" CHAR_0 turn "" "" find phone "" "" feature friend 's phone give location police . """
2291,authority.virtue,CHAR_0 respect friend differ political view civil conversation .
2292,authority.virtue,CHAR_0 ask guy know what be good order place .
2293,authority.virtue,CHAR_0 compliment coworker politely point negative aspect propose idea boss .
2294,authority.virtue,CHAR_0 yell friend name loud order get attention .
2295,authority.virtue,CHAR_0 yell friend say bunch derogatory term order get attention .
2296,authority.virtue,CHAR_0 order turkey sandwich side salad restaurant .
2297,authority.virtue,CHAR_0 order double bacon cheeseburger double order fry restaurant .
2298,authority.virtue,CHAR_0 make sure use disk correct order .
2299,authority.virtue,CHAR_0 work hard first project boss assign he .
2300,authority.virtue,"CHAR_0 grab robber stop move , wait police , bring robber jail ."
2301,authority.virtue,CHAR_0 skip eat breakfast order shed pound .
2302,authority.virtue,CHAR_0 record mug phone give recording police .
2303,authority.virtue,CHAR_0 tell boss can not work overtime weekend take kid camping .
2304,authority.virtue,CHAR_0 cancels order buy to - go meal gas station way home .
2305,authority.virtue,CHAR_0 grab bag another person 's order leave restaurant without say word worker .
2306,authority.virtue,CHAR_0 report bully school .
2307,authority.virtue,CHAR_0 gladly agree round total order help local community .
2308,authority.virtue,CHAR_0 report comment boss make human resource department .
2309,authority.virtue,CHAR_0 tell sexual partner clean need use protection .
2310,authority.virtue,zach paint parent ' fence order earn extra cash able pay rent repay CHAR_0
2311,authority.virtue,zach fail pay CHAR_0 back money owe order afford monthly rent .
2312,authority.virtue,CHAR_0 ask boss time vacation .
2313,authority.virtue,CHAR_0 control think something else get home .
2314,authority.virtue,CHAR_0 take dog obedience school get teach behave well .
2315,authority.virtue,"CHAR_0 order small veggie pizza eat portion it , put rest food away next day ."
2316,authority.virtue,CHAR_0 order extra large supreme pizza eat entire thing one sit .
2317,authority.virtue,"CHAR_0 tell boss simply edge rope , need time reset focus priority ."
2318,authority.virtue,"CHAR_0 tell boss see psychologist bipolar disorder , need couple week adapt medication without pressure work ."
2319,authority.virtue,CHAR_0 obey law enlist military dictate selective service .
2320,authority.virtue,CHAR_0 falsify document pretend bone spur order avoid serve country .
2321,authority.virtue,"CHAR_0 want hurt bully much , hit bully stomach ."
2322,authority.virtue,CHAR_0 run captain rival team congratulate game well play .
2323,authority.virtue,CHAR_0 threaten neighbor report police continue disgusting behavior .
2324,authority.virtue,CHAR_0 close blind order see neighbor .
2325,authority.virtue,CHAR_0 keep order drink night long overdo it .
2326,authority.virtue,CHAR_0 calmly speak father offer side story .
2327,authority.virtue,CHAR_0 tell police see report crime .
2328,authority.virtue,"CHAR_0 tell child need report parent police , go so ."
2329,authority.virtue,CHAR_0 report beat police file report guy beat he .
2330,authority.virtue,CHAR_0 ask boss take extra time go concert boss agree .
2331,authority.virtue,CHAR_0 ask adult brother escort school protect he .
2332,authority.virtue,"CHAR_0 order extra large pizza , enough feed three save parent ."
2333,authority.virtue,"CHAR_0 invite large amount close friend , ask respectful noise ."
2334,authority.virtue,"CHAR_0 realize accident , let go , order new drink ."
2335,authority.virtue,CHAR_0 pay attention man look menu order .
2336,authority.virtue,CHAR_0 pretend look secretly stare man order .
2337,authority.virtue,CHAR_0 write article call annihilation Muslims order curtail terrorist attack .
2338,authority.virtue,CHAR_0 order pay latte .
2339,authority.virtue,Ian quickly glance CHAR_0 's name tag order remember CHAR_0 's name call name .
2340,authority.virtue,CHAR_0 take son doctor order get flu shot .
2341,authority.virtue,CHAR_0 decide whim drive couple hour state park order hike picnic .
2342,authority.virtue,CHAR_0 treat suspect respect continue ask question terror plot .
2343,authority.virtue,CHAR_0 order suspect water board give information .
2344,authority.virtue,CHAR_0 make note mobile phone set alarm next day remind follow boss conversation .
2345,authority.virtue,"CHAR_0 approach old coworker give backhand compliment , stay polite ."
2346,authority.virtue,CHAR_0 put video game controller floor walk room .
2347,authority.virtue,"CHAR_0 report suspicious activity neighbor , report police right away ."
2348,authority.virtue,CHAR_0 resist claim cancer look proper way make money .
2349,authority.virtue,CHAR_0 tell everyone cancer order get donation .
2350,authority.virtue,CHAR_0 pay rent order money pay electric bill .
2351,authority.virtue,CHAR_0 order bottle wine enjoy friend .
2352,authority.virtue,CHAR_0 take dog obedience school month .
2353,authority.virtue,CHAR_0 respectfully acknowledge coworker 's view .
2354,authority.virtue,CHAR_0 order pizza lunch .
2355,authority.virtue,CHAR_0 ask friend loan order get car fix up .
2356,authority.virtue,CHAR_0 call tell boss he will work remotely today .
2357,authority.virtue,CHAR_0 compliment father meal sneak vegetable dog parent look .
2358,authority.virtue,CHAR_0 tell father meal look like puddle green puke .
2359,authority.virtue,CHAR_0 place big order local McDonalds feed friend .
2360,authority.virtue,CHAR_0 invite boss lunch since seem bit depressse .
2361,authority.virtue,CHAR_0 order five meal McDonalds .
2362,authority.virtue,CHAR_0 walk bully stands bully kid call out .
2363,authority.virtue,"CHAR_0 go bar order dozen beer drink hoping forget breakup , drive back home despite hangover ."
2364,authority.virtue,CHAR_0 order bottle wine Amazon deliver hostess chill dinner .
2365,authority.virtue,CHAR_0 order date shady escort service .
2366,authority.virtue,CHAR_0 ask father explain joke .
2367,authority.virtue,CHAR_0 order movie online watch herself .
2368,authority.virtue,"CHAR_0 decide guitar , favorite instrument , place order ."
2369,authority.virtue,CHAR_0 order small entree budget dessert .
2370,authority.virtue,CHAR_0 pour drink customer 's head say order .
2371,authority.virtue,"CHAR_0 text boss back he be able come thank let know , lay back down ."
2372,authority.virtue,CHAR_0 end drink heavily order take edge day .
2373,authority.virtue,"CHAR_0 introduce walk visitor administration building , guide right place ."
2374,authority.virtue,CHAR_0 tell new boss think refreshingly youthful appearance .
2375,authority.virtue,CHAR_0 ask boss reassign paperwork another coworker .
2376,authority.virtue,CHAR_0 call boss explain accidenatlly overslept soon .
2377,authority.virtue,CHAR_0 stop clean side room behave strangely towards Reed order drive Reed room .
2378,authority.virtue,CHAR_0 talk new boss parent boss understand CHAR_0 take care parent still well new job .
2379,authority.virtue,CHAR_0 start conversation someone know sneak front checkout line order get back office quickly .
2380,authority.virtue,CHAR_0 tell manager he will take comment heart go edit document make change .
2381,authority.virtue,CHAR_0 pull parking lot nearby store order item instacart .
2382,authority.virtue,CHAR_0 mentor Justin constantly tell proud be .
2383,authority.virtue,"CHAR_0 tell mom half pizza , forget slice , that be order large ."
2384,authority.virtue,CHAR_0 tell mom pay pizza want slice order own .
2385,authority.virtue,CHAR_0 call boss ask take pay sick day due illness .
2386,authority.virtue,Jan forbid CHAR_0 go date meet man .
2387,authority.virtue,CHAR_0 giggle slightly tell boss pretty good joke .
2388,authority.virtue,CHAR_0 order large pizza deliver house .
2389,authority.virtue,CHAR_0 write long narrative explaining think BLM good idea flawed approach use respected source back claim .
2390,authority.virtue,CHAR_0 text wife ask go school talk principal son 's suspension .
2391,authority.virtue,CHAR_0 press button Bluetooth headset call boss .
2392,authority.virtue,CHAR_0 's boss ask mistake CHAR_0 make last year CHAR_0 use opportunity explain learn make mistake boss .
2393,authority.virtue,CHAR_0 get job interview early order make good impression .
2394,authority.virtue,"Fred tell CHAR_0 drinking control , can not stop ."
2395,authority.virtue,CHAR_0 ask boss referee game near future .
2396,authority.virtue,CHAR_0 pretend physical impairment order get discount entry fee .
2397,authority.virtue,CHAR_0 ask child read book draw picture home order catch virus .
2398,authority.virtue,Tommy tell CHAR_0 really like willing wait ready sex .
2399,authority.virtue,CHAR_0 order illegal dumping stop launch pr campaign company 's new green policy .
2400,authority.virtue,CHAR_0 tell Derek would honored wife life .
2401,authority.virtue,CHAR_0 get nicotine patch use control urge .
2402,authority.virtue,CHAR_0 order fancy dessert treat himself .
2403,authority.virtue,CHAR_0 call boss ask stay home today .
2404,authority.virtue,CHAR_0 abstain drinking tell boss much enjoy job .
2405,authority.virtue,CHAR_0 eat dinner family watch football game father .
2406,authority.virtue,CHAR_0 point accounting discrepancy boss .
2407,authority.virtue,CHAR_0 take gun threaten shoot order embarrass they .
2408,authority.virtue,CHAR_0 order food one restaurant area .
2409,authority.virtue,"CHAR_0 order food sit restaurant , take 45 minute complete meal ."
2410,authority.virtue,CHAR_0 tell father he be do leave immediately .
2411,authority.virtue,"CHAR_0 stay elderly people mom , calm employee start evacuate they ."
2412,authority.virtue,CHAR_0 offer help friend order grocery online pick bit later .
2413,authority.virtue,CHAR_0 tell mentor he be definitely go get degree .
2414,authority.virtue,CHAR_0 poison wealthy grandfather dinner party order inherit share grandfather 's fortune .
2415,authority.virtue,CHAR_0 get together neighbor use sandbag storm shutter help protect neighborhood flooding high wind .
2416,authority.virtue,"CHAR_0 tell Carol badly want purse , Carol sympathize order she ."
2417,authority.virtue,CHAR_0 sneak Carol 's credit card order purse .
2418,authority.virtue,CHAR_0 tell friend he be tired he be willing make later .
2419,authority.virtue,"CHAR_0 complain Homeowner 's Association , neighbor force remove sign violation covenant ."
2420,authority.virtue,"CHAR_0 send Ana food every day without ever thank pay back , even complain order wrong ."
2421,authority.virtue,Carina make noodle CHAR_0 need order food delivery since know cook .
2422,authority.virtue,CHAR_0 tell bouncer celebrity order get bar quick .
2423,authority.virtue,"CHAR_0 exclaim he would happy take order , bake delicious wedding cake ."
2424,authority.virtue,CHAR_0 punish child firm reasonable way mistake .
2425,authority.virtue,CHAR_0 set car cruise control post speed limit use leave lane passing .
2426,authority.virtue,CHAR_0 get dog water food move backyard protect element .
2427,authority.virtue,"CHAR_0 put seat protector seat , sit urinate without splash seat ."
2428,authority.virtue,Greg respect CHAR_0 's wish drink CHAR_0 around .
2429,authority.virtue,CHAR_0 call fire fighter retrieve corpse tell deceased used bully he .
2430,authority.virtue,CHAR_0 film repeatedly teabagge corpse childhood bully .
2431,authority.virtue,CHAR_0 wait patiently call boss let know late .
2432,authority.virtue,""" CHAR_0 ask man , "" "" Sir , would like order ? "" "" . """
2433,authority.virtue,""" CHAR_0 ask man , "" "" Ma'am , would like order ? "" "" . """
2434,authority.virtue,CHAR_0 get car drive home order pleasure himself .
2435,authority.virtue,CHAR_0 confidently clearly article order moderate voice waiter .
2436,authority.virtue,CHAR_0 quietly tell friend want order waiter ask want .
2437,authority.virtue,Sara suggest CHAR_0 get experience restaurant business order one day set restaurant .
2438,authority.virtue,"CHAR_0 call Derek pretend suddenly fall ill , order get movie ."
2439,authority.virtue,CHAR_0 start speak father slowly repair relationship .
2440,authority.virtue,CHAR_0 get four friend go bully 's house demand bully return bike .
2441,authority.virtue,CHAR_0 avoid talk police later submit anonymous tip .
2442,authority.virtue,CHAR_0 tell minion support democratic candidate dictator evil care about .
2443,authority.virtue,"CHAR_0 let boss know coronavirus , allow work home ."
2444,authority.virtue,CHAR_0 ask busboy send manager over .
2445,authority.virtue,"CHAR_0 make sure walk slow , tell chef wrong doneness steak , cold bully ."
2446,authority.virtue,CHAR_0 tell manager situation ask borrow buck lunch .
2447,authority.virtue,CHAR_0 order cheap chinese takeout family dinner .
2448,authority.virtue,CHAR_0 ignore neighbor 's struggle order delivery food apartment .
2449,authority.virtue,CHAR_0 go manager 's office explain manager issue .
2450,authority.virtue,CHAR_0 gracefully control manner sit couch .
2451,authority.virtue,CHAR_0 exaggerate past order appear well light .
